bvn,name,gender,dateOfBirth,address,phone,email,totalNoOfLoans,totalNoOfInstitutions,totalNoOfActiveLoans,totalNoOfClosedLoans,totalBorrowed,totalOutstanding,totalOverdue,loanPerformance
89479350108,Tunde Salami,Male,26/03/1981,"513 Lawrence Ford, Bayelsa",0903143170429,morgancole@example.org,"[{""""source"""": """"CRC"""", """"value"""": 22}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 22}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 22}]","[{""""source"""": """"CRC"""", """"value"""": 1}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 1}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 2}]","[{""""source"""": """"CRC"""", """"value"""": 10}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 8}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 7}]","[{""""source"""": """"CRC"""", """"value"""": 1}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 2}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 2}]","[{""""source"""": """"CRC"""", """"value"""": 13450455}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 13222052}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 15925005}]","[{""""source"""": """"CRC"""", """"value"""": 8419276}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 8629533}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 7156922}]","[{""""source"""": """"CRC"""", """"value"""": 204635}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 217909}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 233982}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Hunter-Rice"""", """"loanAmount"""": 2435454, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Travis-Mueller"""", """"loanAmount"""": 839747, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Jordan, Bates and Duarte"""", """"loanAmount"""": 933459, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Stephenson-Rowland"""", """"loanAmount"""": 3287983, """"performanceStatus"""": """"Non-Performing""""}]}]"
57730158107,Emeka Abubakar,Male,22/06/2001,"14290 Ronnie Vista Suite 137, Osun",0807300437215,davieskara@example.org,"[{""""source"""": """"CRC"""", """"value"""": 10}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 10}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 10}]","[{""""source"""": """"CRC"""", """"value"""": 9}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 8}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 11}]","[{""""source"""": """"CRC"""", """"value"""": 8}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 8}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 8}]","[{""""source"""": """"CRC"""", """"value"""": 12}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 12}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 12}]","[{""""source"""": """"CRC"""", """"value"""": 4255698}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 4317222}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4421283}]","[{""""source"""": """"CRC"""", """"value"""": 2462118}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 1912843}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 1995526}]","[{""""source"""": """"CRC"""", """"value"""": 273735}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 212065}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 242730}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Collins, Williams and Kim"""", """"loanAmount"""": 3652126, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Reyes PLC"""", """"loanAmount"""": 2382209, """"performanceStatus"""": """"Non-Performing""""}]}]"
77219790912,Ezinne Danjuma,Female,05/12/1980,"50578 Cindy Parkway, Kano",0813562592321,beanvincent@example.com,"[{""""source"""": """"CRC"""", """"value"""": 6}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 7}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 8}]","[{""""source"""": """"CRC"""", """"value"""": 3}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 4}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": 16}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 14}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 15}]","[{""""source"""": """"CRC"""", """"value"""": 18868552}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 16256883}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 19469912}]","[{""""source"""": """"CRC"""", """"value"""": 9638503}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 7492353}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 8048312}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Bell, Thomas and Clark"""", """"loanAmount"""": 1057776, """"performanceStatus"""": """"Performing""""}]}]"
72542798789,Bukola Adeyemi,Female,25/02/1986,"264 Blair Road, Abuja FCT",0813301667208,wpark@example.org,"[{""""source"""": """"CRC"""", """"value"""": 16}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 17}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 19}]","[{""""source"""": """"CRC"""", """"value"""": 2}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 2}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 1}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": 16}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 15}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 15}]","[{""""source"""": """"CRC"""", """"value"""": 8423031}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 8308204}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 7193153}]","[{""""source"""": """"CRC"""", """"value"""": 6496033}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 6731258}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 7860098}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"George, Gonzalez and Weber"""", """"loanAmount"""": 200519, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Howard, Smith and Davis"""", """"loanAmount"""": 4582528, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Black, Cunningham and Miller"""", """"loanAmount"""": 4678886, """"performanceStatus"""": """"Performing""""}]}]"
33529878667,Musa Danjuma,Male,16/07/1974,"70607 Dickerson Villages Apt. 822, Delta",0805634055875,geraldlee@example.org,"[{""""source"""": """"CRC"""", """"value"""": 17}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 19}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 17}]","[{""""source"""": """"CRC"""", """"value"""": 1}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 1}]","[{""""source"""": """"CRC"""", """"value"""": 3}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 2}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3}]","[{""""source"""": """"CRC"""", """"value"""": 15}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 16}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 12}]","[{""""source"""": """"CRC"""", """"value"""": 12560433}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 13188245}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 13287665}]","[{""""source"""": """"CRC"""", """"value"""": 5789835}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 6419580}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 5370908}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Vasquez-Garza"""", """"loanAmount"""": 2780404, """"performanceStatus"""": """"Non-Performing""""}]}]"
14204372250,Bisola Danjuma,Female,16/06/1973,"42282 Hobbs Village Suite 972, Ebonyi",0703640289505,jonesjoel@example.net,"[{""""source"""": """"CRC"""", """"value"""": 14}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 10}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 12}]","[{""""source"""": """"CRC"""", """"value"""": 3}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 2}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 2}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": 1}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 2}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 2}]","[{""""source"""": """"CRC"""", """"value"""": 206095}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 239198}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 243196}]","[{""""source"""": """"CRC"""", """"value"""": 9025404}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 10996546}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 10320745}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Stephens and Sons"""", """"loanAmount"""": 3019680, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Moore, Larson and Adams"""", """"loanAmount"""": 3677181, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"King, Deleon and Jackson"""", """"loanAmount"""": 2131602, """"performanceStatus"""": """"Performing""""}]}]"
69597660572,Segun Okeke,Male,22/09/1993,"3573 Heidi Loaf Suite 468, Abia",0909032126973,tonycole@example.net,"[{""""source"""": """"CRC"""", """"value"""": 15}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 15}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 17}]","[{""""source"""": """"CRC"""", """"value"""": 1}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 1}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 1}]","[{""""source"""": """"CRC"""", """"value"""": 11}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 11}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 11}]","[{""""source"""": """"CRC"""", """"value"""": 7}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 6}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 8}]","[{""""source"""": """"CRC"""", """"value"""": 3687102}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 2791958}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3042449}]","[{""""source"""": """"CRC"""", """"value"""": 2324282}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 1661439}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 1980295}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Ward-Williams"""", """"loanAmount"""": 4481457, """"performanceStatus"""": """"Performing""""}]}]"
17883678940,Bisola Bello,Female,18/04/1987,"2228 Blankenship River, Enugu",0810773723313,megan43@example.com,"[{""""source"""": """"CRC"""", """"value"""": 10}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 11}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 14}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 1}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": 6}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 5}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 7}]","[{""""source"""": """"CRC"""", """"value"""": 4522755}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 4976335}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4528875}]","[{""""source"""": """"CRC"""", """"value"""": 11266280}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 9466453}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 10560428}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Vazquez LLC"""", """"loanAmount"""": 1159622, """"performanceStatus"""": """"Non-Performing""""}]}]"
22051844390,Bukola Nwosu,Female,27/10/1975,"788 Williams Passage, Katsina",0813533680853,timothymartinez@example.org,"[{""""source"""": """"CRC"""", """"value"""": 5}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 5}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4}]","[{""""source"""": """"CRC"""", """"value"""": 9}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 10}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 8}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 1}]","[{""""source"""": """"CRC"""", """"value"""": 8293000}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 10653484}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 7617832}]","[{""""source"""": """"CRC"""", """"value"""": 45410}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 43624}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 54197}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Perez LLC"""", """"loanAmount"""": 1596035, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Garcia, Ferrell and Mcgrath"""", """"loanAmount"""": 735789, """"performanceStatus"""": """"Non-Performing""""}, {""""loanProvider"""": """"Brady-Hamilton"""", """"loanAmount"""": 2292164, """"performanceStatus"""": """"Non-Performing""""}, {""""loanProvider"""": """"Morgan, Henry and Baker"""", """"loanAmount"""": 4179590, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Arroyo-Brock"""", """"loanAmount"""": 671455, """"performanceStatus"""": """"Performing""""}]}]"
95378679594,Fatima Shittu,Female,14/04/1980,"758 Riggs Fort, Katsina",0903815971400,erica17@example.net,"[{""""source"""": """"CRC"""", """"value"""": 23}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 23}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 19}]","[{""""source"""": """"CRC"""", """"value"""": 5}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 4}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 5}]","[{""""source"""": """"CRC"""", """"value"""": 6}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 5}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 5}]","[{""""source"""": """"CRC"""", """"value"""": 5}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 5}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 6}]","[{""""source"""": """"CRC"""", """"value"""": 15195413}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 16334331}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 14273771}]","[{""""source"""": """"CRC"""", """"value"""": 4096209}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 4282829}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3214376}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Flowers and Sons"""", """"loanAmount"""": 4492889, """"performanceStatus"""": """"Performing""""}]}]"
12405173172,Emeka Igwe,Male,31/07/1976,"847 Derek Dam Apt. 216, Edo",0813047646469,tylermills@example.com,"[{""""source"""": """"CRC"""", """"value"""": 21}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 21}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 17}]","[{""""source"""": """"CRC"""", """"value"""": 5}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 5}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4}]","[{""""source"""": """"CRC"""", """"value"""": 3}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4}]","[{""""source"""": """"CRC"""", """"value"""": 9}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 10}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 9}]","[{""""source"""": """"CRC"""", """"value"""": 7806072}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 7547498}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 10474767}]","[{""""source"""": """"CRC"""", """"value"""": 4842370}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 6141429}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 5509296}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Murray Group"""", """"loanAmount"""": 609663, """"performanceStatus"""": """"Non-Performing""""}, {""""loanProvider"""": """"Mercado, Herrera and Brown"""", """"loanAmount"""": 4821196, """"performanceStatus"""": """"Performing""""}]}]"
23299460552,Tariq Umar,Male,28/05/1956,"5298 Katelyn Port Apt. 820, Jigawa",0813187275755,mitchellmonique@example.org,"[{""""source"""": """"CRC"""", """"value"""": 8}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 9}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 11}]","[{""""source"""": """"CRC"""", """"value"""": 8}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 8}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 8}]","[{""""source"""": """"CRC"""", """"value"""": 1}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": 10}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 12}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 9}]","[{""""source"""": """"CRC"""", """"value"""": 13157907}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 12884042}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 12351657}]","[{""""source"""": """"CRC"""", """"value"""": 9704869}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 9324587}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 9445389}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Dalton, Turner and Wilson"""", """"loanAmount"""": 1805617, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Bell-Perez"""", """"loanAmount"""": 1455947, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Smith-Hernandez"""", """"loanAmount"""": 272453, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Miller, Cortez and Griffin"""", """"loanAmount"""": 2753249, """"performanceStatus"""": """"Non-Performing""""}, {""""loanProvider"""": """"Nicholson, Duncan and Parrish"""", """"loanAmount"""": 1602737, """"performanceStatus"""": """"Performing""""}]}]"
13685489725,Bisola Okafor,Female,07/10/1975,"58575 Arnold Meadow, Ondo",0805440972449,williamlopez@example.com,"[{""""source"""": """"CRC"""", """"value"""": 17}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 19}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 18}]","[{""""source"""": """"CRC"""", """"value"""": 4}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 4}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": 8}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 7}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 8}]","[{""""source"""": """"CRC"""", """"value"""": 8329906}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 7118632}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 6125371}]","[{""""source"""": """"CRC"""", """"value"""": 1414063}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 1372315}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 1078246}]","[{""""source"""": """"CRC"""", """"value"""": 299734}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 267092}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 277260}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Wall Inc"""", """"loanAmount"""": 3092863, """"performanceStatus"""": """"Non-Performing""""}, {""""loanProvider"""": """"Prince-Peters"""", """"loanAmount"""": 4767458, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Lewis-Miller"""", """"loanAmount"""": 2077544, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Perez, Jackson and Mills"""", """"loanAmount"""": 1477311, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Khan-Scott"""", """"loanAmount"""": 3871454, """"performanceStatus"""": """"Non-Performing""""}]}]"
52223093022,Yakubu Adeyemi,Male,20/10/2000,"3872 Anderson Gateway, Ebonyi",0903507372627,zquinn@example.org,"[{""""source"""": """"CRC"""", """"value"""": 5}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 7}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 7}]","[{""""source"""": """"CRC"""", """"value"""": 6}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 8}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 8}]","[{""""source"""": """"CRC"""", """"value"""": 5}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 7}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 7}]","[{""""source"""": """"CRC"""", """"value"""": 6}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 6}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 6}]","[{""""source"""": """"CRC"""", """"value"""": 7991972}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 7513689}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 8667507}]","[{""""source"""": """"CRC"""", """"value"""": 7908032}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 7781944}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 9341723}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Williams PLC"""", """"loanAmount"""": 3352308, """"performanceStatus"""": """"Non-Performing""""}, {""""loanProvider"""": """"Gonzalez PLC"""", """"loanAmount"""": 4007212, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Jackson-Young"""", """"loanAmount"""": 4892172, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Garcia LLC"""", """"loanAmount"""": 565617, """"performanceStatus"""": """"Non-Performing""""}, {""""loanProvider"""": """"Carr, Clark and Holden"""", """"loanAmount"""": 3941659, """"performanceStatus"""": """"Performing""""}]}]"
60860648642,Ikenna Mohammed,Male,09/10/2004,"768 Rebecca Island, Lagos",0813386844469,penajose@example.net,"[{""""source"""": """"CRC"""", """"value"""": 6}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 5}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 6}]","[{""""source"""": """"CRC"""", """"value"""": 1}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 1}]","[{""""source"""": """"CRC"""", """"value"""": 9}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 9}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 9}]","[{""""source"""": """"CRC"""", """"value"""": 4}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 4}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3}]","[{""""source"""": """"CRC"""", """"value"""": 8378731}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 6306233}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 6460594}]","[{""""source"""": """"CRC"""", """"value"""": 4829208}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 4997203}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 5177458}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Taylor, Kim and Howe"""", """"loanAmount"""": 105039, """"performanceStatus"""": """"Performing""""}]}]"
